,film_id,genre,image,bdd
28,4312,family,https://a.ltrbxd.com/resized/sm/upload/wn/0t/9w/2v/mk3UyyaLyXhgIhmLji25OUPXvGR-0-230-0-345-crop.jpg?v=ad94029f2c,Apprentissage
29,4292,family,https://a.ltrbxd.com/resized/sm/upload/na/zg/pz/52/9ePngDtnhAmXOilL3bmWSF8HeZE-0-230-0-345-crop.jpg?v=c990396543,Test
30,4271,family,https://a.ltrbxd.com/resized/film-poster/2/9/9/2/7/29927-the-way-home-0-230-0-345-crop.jpg?v=d016ac5369,Apprentissage
31,4248,family,https://a.ltrbxd.com/resized/film-poster/4/5/4/1/4/45414-the-rescuers-0-230-0-345-crop.jpg?v=21a279ee0a,Apprentissage
32,4220,family,https://a.ltrbxd.com/resized/film-poster/2/3/5/6/7/23567-life-with-father-0-230-0-345-crop.jpg?v=3d95a17de5,Apprentissage
33,4217,family,https://a.ltrbxd.com/resized/film-poster/5/5/9/3/6/55936-my-bodyguard-0-230-0-345-crop.jpg?v=75beeed9e1,Apprentissage
34,4198,family,https://a.ltrbxd.com/resized/sm/upload/i5/04/e8/7t/home%20alone%202-0-230-0-345-crop.jpg?v=03abfa6a99,Apprentissage
35,4159,family,https://a.ltrbxd.com/resized/film-poster/3/5/2/5/0/35250-the-little-princess-0-230-0-345-crop.jpg?v=ef5d611b19,Apprentissage
36,4105,family,https://a.ltrbxd.com/resized/sm/upload/2k/xz/z3/0u/b9lK7Rvysd1ipvAn6gaLxeXhnPX-0-230-0-345-crop.jpg?v=c92ff3e902,Apprentissage
37,4090,family,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/2/7/438727-turning-red-0-230-0-345-crop.jpg?v=85497b8090,Apprentissage
38,4070,family,https://a.ltrbxd.com/resized/film-poster/3/1/4/6/5/31465-pollyanna-0-230-0-345-crop.jpg?v=5d17485631,Apprentissage
39,4061,family,https://a.ltrbxd.com/resized/film-poster/4/3/0/3/7/43037-the-adventures-of-baron-munchausen-0-230-0-345-crop.jpg?v=49a0a6b365,Test
40,4059,family,https://a.ltrbxd.com/resized/film-poster/3/5/7/1/1/35711-babes-in-toyland-0-230-0-345-crop.jpg?v=f6ed7cce46,Apprentissage
41,4029,family,https://a.ltrbxd.com/resized/film-poster/4/0/8/3/8/40838-scooby-doo-and-the-witch-s-ghost-0-230-0-345-crop.jpg?v=386d727727,Apprentissage
42,4014,family,https://a.ltrbxd.com/resized/film-poster/4/6/6/4/7/46647-the-great-mouse-detective-0-230-0-345-crop.jpg?v=e65c154341,Apprentissage
43,3975,family,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/2/2/438722-luca-0-230-0-345-crop.jpg?v=dded0b1863,Apprentissage
44,3939,family,https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-230-0-345-crop.jpg?v=d12c4cb9e6,Apprentissage
45,3912,family,https://a.ltrbxd.com/resized/film-poster/3/9/3/3/6/39336-the-adventures-of-mark-twain-0-230-0-345-crop.jpg?v=5dfbe4a1a0,Apprentissage
46,3851,family,https://a.ltrbxd.com/resized/film-poster/2/6/5/5/6/26556-the-incredible-journey-0-230-0-345-crop.jpg?v=abf80329b9,Apprentissage
47,3837,family,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/5/51785-ronia-the-robber-s-daughter-0-230-0-345-crop.jpg?v=e43cc14826,Apprentissage
48,3833,family,https://a.ltrbxd.com/resized/film-poster/3/3/7/5/3/33753-heidi-0-230-0-345-crop.jpg?v=8409b3121c,Apprentissage
49,3827,family,https://a.ltrbxd.com/resized/film-poster/4/6/3/4/4/46344-fantastic-mr-fox-0-230-0-345-crop.jpg?v=3a2a858065,Evaluation
50,3783,family,https://a.ltrbxd.com/resized/film-poster/2/4/3/4/3/24343-a-town-called-panic-0-230-0-345-crop.jpg?v=83eeda5fb6,Apprentissage
51,3782,family,https://a.ltrbxd.com/resized/sm/upload/g7/4y/u4/fr/matilda-0-230-0-345-crop.jpg?v=e8e7c0c177,Apprentissage
52,3695,family,https://a.ltrbxd.com/resized/film-poster/4/5/7/4/6/45746-the-fox-and-the-hound-0-230-0-345-crop.jpg?v=13ca91182f,Apprentissage
53,3680,family,https://a.ltrbxd.com/resized/film-poster/4/6/9/4/0/46940-the-triplets-of-belleville-0-230-0-345-crop.jpg?v=15a15f33fb,Apprentissage
54,3659,family,https://a.ltrbxd.com/resized/sm/upload/0w/h1/le/1p/632CtNOARAuWYfdjoYn6ooP3BHQ-0-230-0-345-crop.jpg?v=845e60968f,Apprentissage
55,3640,family,https://a.ltrbxd.com/resized/film-poster/4/6/7/7/8/46778-the-prince-of-egypt-0-230-0-345-crop.jpg?v=5d4c6bf914,Apprentissage
56,3627,family,https://a.ltrbxd.com/resized/sm/upload/yi/8h/ou/bg/nPpaL4kNMMnyk9jMeryo0XzimFh-0-230-0-345-crop.jpg?v=38e37b7de8,Apprentissage
57,3623,family,https://a.ltrbxd.com/resized/film-poster/4/3/6/1/6/43616-scrooge-0-230-0-345-crop.jpg?v=689e455aee,Apprentissage
58,3616,family,https://a.ltrbxd.com/resized/film-poster/4/5/2/2/0/45220-the-sandlot-0-230-0-345-crop.jpg?v=ab0f1f010f,Apprentissage
59,3609,family,https://a.ltrbxd.com/resized/film-poster/5/1/1/5/8/51158-whale-rider-0-230-0-345-crop.jpg?v=36553844b8,Apprentissage
60,3608,family,https://a.ltrbxd.com/resized/film-poster/4/3/8/6/8/43868-october-sky-0-230-0-345-crop.jpg?v=7d94f13221,Apprentissage
61,3599,family,https://a.ltrbxd.com/resized/film-poster/5/0/7/1/8/50718-the-karate-kid-0-230-0-345-crop.jpg?v=afdad7bbc0,Apprentissage
62,3595,family,https://a.ltrbxd.com/resized/sm/upload/mp/7r/db/iq/6g1Kh73qQRosyhRJpL3euQpMxOE-0-230-0-345-crop.jpg?v=5c45e7a1ee,Apprentissage
63,3544,family,https://a.ltrbxd.com/resized/film-poster/9/3/8/8/3/93883-english-vinglish-0-230-0-345-crop.jpg?v=d58d07299c,Test
64,3538,family,https://a.ltrbxd.com/resized/film-poster/4/8/2/1/4/48214-treasure-island-0-230-0-345-crop.jpg?v=60ab548649,Apprentissage
65,3528,family,https://a.ltrbxd.com/resized/film-poster/3/1/0/0/9/9/310099-after-the-storm-0-230-0-345-crop.jpg?v=331b705984,Apprentissage
66,3476,family,https://a.ltrbxd.com/resized/sm/upload/jj/f5/o1/08/ibeIRWZi41UgzEJyXKoVSzdYLtX-0-230-0-345-crop.jpg?v=6694de6768,Apprentissage
67,3470,family,https://a.ltrbxd.com/resized/film-poster/4/2/3/1/2/42312-the-7th-voyage-of-sinbad-0-230-0-345-crop.jpg?v=632dde28bb,Apprentissage
68,3437,family,https://a.ltrbxd.com/resized/film-poster/5/1/7/6/6/51766-a-river-runs-through-it-0-230-0-345-crop.jpg?v=3a88bff806,Apprentissage
69,3423,family,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/0/50950-school-of-rock-0-230-0-345-crop.jpg?v=1d462b4ca3,Apprentissage
70,3402,family,https://a.ltrbxd.com/resized/film-poster/4/6/5/3/7/46537-the-aristocats-0-230-0-345-crop.jpg?v=8eeab59d9f,Apprentissage
71,3398,family,https://a.ltrbxd.com/resized/sm/upload/78/fl/zo/v4/w90EF8YDEbAtlbTSSRhcKdeiKJq-0-230-0-345-crop.jpg?v=ac5edad90d,Apprentissage
72,3397,family,https://a.ltrbxd.com/resized/film-poster/4/3/1/6/8/43168-the-secret-of-roan-inish-0-230-0-345-crop.jpg?v=ef29eb286f,Apprentissage
73,3389,family,https://a.ltrbxd.com/resized/sm/upload/8n/sc/7d/pp/y6k0qn4tcDfbnrjJ2BUnoZYmMBk-0-230-0-345-crop.jpg?v=9f2175055b,Apprentissage
74,3358,family,https://a.ltrbxd.com/resized/film-poster/4/6/7/0/5/46705-asterix-and-cleopatra-0-230-0-345-crop.jpg?v=697d739e7f,Apprentissage
75,3351,family,https://a.ltrbxd.com/resized/film-poster/3/9/7/9/2/39792-the-parent-trap-0-230-0-345-crop.jpg?v=d74a5eac99,Apprentissage
76,3304,family,https://a.ltrbxd.com/resized/sm/upload/o2/li/w4/qw/jKEcIvayP1GGI1TSScoXyEd4mGb-0-230-0-345-crop.jpg?v=e4e0fac51b,Apprentissage
77,3267,family,https://a.ltrbxd.com/resized/sm/upload/ba/5u/k5/he/arietty-0-230-0-345-crop.jpg?v=c291004a3a,Apprentissage
78,3257,family,https://a.ltrbxd.com/resized/film-poster/4/4/9/2/0/44920-robin-hood-0-230-0-345-crop.jpg?v=f599b2a803,Apprentissage
79,3255,family,https://a.ltrbxd.com/resized/film-poster/6/5/7/5/3/65753-i-wish-0-230-0-345-crop.jpg?v=7d3fc9237c,Apprentissage
80,3248,family,https://a.ltrbxd.com/resized/film-poster/5/0/3/4/7/50347-avalon-0-230-0-345-crop.jpg?v=3e966b3bea,Apprentissage
81,3245,family,https://a.ltrbxd.com/resized/film-poster/4/5/4/7/3/45473-the-secret-garden-0-230-0-345-crop.jpg?v=975f9d337c,Apprentissage
82,3211,family,https://a.ltrbxd.com/resized/film-poster/4/2/5/0/8/42508-snoopy-come-home-0-230-0-345-crop.jpg?v=292115a959,Apprentissage
83,3200,family,https://a.ltrbxd.com/resized/film-poster/2/4/0/0/6/8/240068-kubo-and-the-two-strings-0-230-0-345-crop.jpg?v=0ff2eecb8b,Apprentissage
84,3188,family,https://a.ltrbxd.com/resized/film-poster/4/7/0/0/3/47003-babe-0-230-0-345-crop.jpg?v=e131e96722,Apprentissage
85,3157,family,https://a.ltrbxd.com/resized/film-poster/3/4/8/9/8/34898-the-secret-of-kells-0-230-0-345-crop.jpg?v=bb782cccba,Apprentissage
86,3100,family,https://a.ltrbxd.com/resized/film-poster/4/5/0/6/5/45065-the-emperor-s-new-groove-0-230-0-345-crop.jpg?v=907ad250a4,Apprentissage
87,3053,family,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/5/1/438751-klaus-0-230-0-345-crop.jpg?v=f935de3efa,Apprentissage
88,3023,family,https://a.ltrbxd.com/resized/film-poster/4/8/1/9/7/48197-the-cure-0-230-0-345-crop.jpg?v=b84ee16a76,Apprentissage
89,2991,family,https://a.ltrbxd.com/resized/film-poster/4/5/2/0/4/45204-lilo-stitch-0-230-0-345-crop.jpg?v=7a1b4fda6f,Apprentissage
90,2943,family,https://a.ltrbxd.com/resized/film-poster/4/3/4/3/4/1/434341-sudani-from-nigeria-0-230-0-345-crop.jpg?v=6389c29649,Apprentissage
91,2924,family,https://a.ltrbxd.com/resized/sm/upload/3p/mh/wq/v9/6Ryitt95xrO8KXuqRGm1fUuNwqF-0-230-0-345-crop.jpg?v=2a90bd6512,Apprentissage
92,2919,family,https://a.ltrbxd.com/resized/film-poster/3/3/8/5/3/33853-hachi-a-dog-s-tale-0-230-0-345-crop.jpg?v=483c6690e8,Apprentissage
93,2899,family,https://a.ltrbxd.com/resized/film-poster/3/9/2/9/4/39294-the-bugs-bunny-road-runner-movie-0-230-0-345-crop.jpg?v=0d25fbf91e,Apprentissage
94,2878,family,https://a.ltrbxd.com/resized/film-poster/1/5/7/9/0/2/157902-boy-the-world-0-230-0-345-crop.jpg?v=98cf8b8b82,Test
95,2864,family,https://a.ltrbxd.com/resized/film-poster/4/8/0/3/3/48033-chicken-run-0-230-0-345-crop.jpg?v=e8ee6a3b20,Apprentissage
96,2812,family,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/0/51450-harry-potter-and-the-goblet-of-fire-0-230-0-345-crop.jpg?v=6b5c9896c9,Test
97,2794,family,https://a.ltrbxd.com/resized/film-poster/1/2/9/8/6/8/129868-like-father-like-son-0-230-0-345-crop.jpg?v=bef162387c,Evaluation
98,2770,family,https://a.ltrbxd.com/resized/film-poster/5/1/5/8/4/51584-wallace-gromit-the-curse-of-the-were-rabbit-0-230-0-345-crop.jpg?v=6ac9f0b386,Apprentissage
99,2740,family,https://a.ltrbxd.com/resized/sm/upload/0r/r7/c6/7e/hIXX3IRFy0InUOmYeWjvhCAgQNj-0-230-0-345-crop.jpg?v=d158027eb4,Apprentissage
100,2729,family,https://a.ltrbxd.com/resized/film-poster/4/6/4/9/9/46499-the-last-unicorn-0-230-0-345-crop.jpg?v=18ac7798fd,Apprentissage
101,2728,family,https://a.ltrbxd.com/resized/film-poster/3/5/1/3/8/35138-the-thief-and-the-cobbler-0-230-0-345-crop.jpg?v=059a463f2e,Apprentissage
102,2708,family,https://a.ltrbxd.com/resized/film-poster/4/4/0/6/4/44064-a-christmas-carol-0-230-0-345-crop.jpg?v=41ab7d6485,Apprentissage
103,2695,family,https://a.ltrbxd.com/resized/film-poster/5/0/4/3/7/50437-lassie-come-home-0-230-0-345-crop.jpg?v=34d4f9af74,Apprentissage
104,2670,family,https://a.ltrbxd.com/resized/film-poster/2/9/2/6/2/7/292627-dangal-0-230-0-345-crop.jpg?v=d6965d1f2b,Apprentissage
105,2661,family,https://a.ltrbxd.com/resized/film-poster/4/3/8/5/1/1/438511-soul-0-230-0-345-crop.jpg?v=8d0b74f9a8,Test
106,2638,family,https://a.ltrbxd.com/resized/film-poster/5/7/2/6/8/57268-the-snow-queen-0-230-0-345-crop.jpg?v=1503bfdcb4,Apprentissage
107,2615,family,https://a.ltrbxd.com/resized/film-poster/2/6/8/3/5/26835-the-railway-children-0-230-0-345-crop.jpg?v=763d43d92d,Apprentissage
108,2547,family,https://a.ltrbxd.com/resized/film-poster/2/6/0/0/1/26001-little-lord-fauntleroy-0-230-0-345-crop.jpg?v=2c8816f693,Evaluation
109,2492,family,https://a.ltrbxd.com/resized/film-poster/3/8/4/6/2/38462-kirikou-and-the-sorceress-0-230-0-345-crop.jpg?v=83d3f41c76,Apprentissage
110,2488,family,https://a.ltrbxd.com/resized/film-poster/2/5/9/9/9/25999-the-trouble-with-angels-0-230-0-345-crop.jpg?v=245d28ff97,Apprentissage
111,2455,family,https://a.ltrbxd.com/resized/film-poster/3/7/3/1/8/37318-the-point--0-230-0-345-crop.jpg?v=e20c3f995b,Apprentissage
112,2414,family,https://a.ltrbxd.com/resized/sm/upload/kp/9v/8u/7j/rSmmVKeW3nsP86V2S6R7ePs4CFw-0-230-0-345-crop.jpg?v=2e7a1b811a,Apprentissage
113,2319,family,https://a.ltrbxd.com/resized/film-poster/4/0/8/7/2/40872-national-velvet-0-230-0-345-crop.jpg?v=756388ce82,Test
114,2311,family,https://a.ltrbxd.com/resized/sm/upload/n8/rl/pc/se/jEiEU8viSb8CIIHcfprVr2V6XDz-0-230-0-345-crop.jpg?v=25e13045f0,Apprentissage
115,2242,family,https://a.ltrbxd.com/resized/film-poster/8/8/5/6/9/88569-wolf-children-0-230-0-345-crop.jpg?v=867dc25c30,Apprentissage
116,2240,family,https://a.ltrbxd.com/resized/film-poster/3/7/8/5/1/37851-the-king-and-the-mockingbird-0-230-0-345-crop.jpg?v=341ef3e42a,Apprentissage
117,2221,family,https://a.ltrbxd.com/resized/film-poster/4/5/2/1/5/45215-jason-and-the-argonauts-0-230-0-345-crop.jpg?v=9908cbeb34,Apprentissage
118,2183,family,https://a.ltrbxd.com/resized/sm/upload/ij/ub/so/m3/zuXMvSQq9F7H29qzuUm0qyUqw6m-0-230-0-345-crop.jpg?v=a53cafc017,Apprentissage
119,2159,family,https://s.ltrbxd.com/static/img/empty-poster-230.876e6b8e.png,Apprentissage
120,2155,family,https://a.ltrbxd.com/resized/film-poster/4/7/2/5/4/47254-the-goonies-0-230-0-345-crop.jpg?v=fc8eb0611b,Evaluation
121,2130,family,https://a.ltrbxd.com/resized/film-poster/4/2/7/7/9/42779-coraline-0-230-0-345-crop.jpg?v=b792483e2a,Apprentissage
122,2118,family,https://a.ltrbxd.com/resized/sm/upload/xa/y9/gs/73/a7LslH4Ofdvi1oam9Bbhb2UyMR2-0-230-0-345-crop.jpg?v=7371a3ef58,Apprentissage
123,2089,family,https://a.ltrbxd.com/resized/film-poster/4/6/2/3/1/46231-the-muppet-christmas-carol-0-230-0-345-crop.jpg?v=f16d842c57,Apprentissage
124,2070,family,https://a.ltrbxd.com/resized/film-poster/3/9/9/1/9/39919-azur-asmar-the-princes-quest-0-230-0-345-crop.jpg?v=96d643631a,Apprentissage
125,2069,family,https://a.ltrbxd.com/resized/film-poster/2/6/2/4/6/26246-the-steamroller-and-the-violin-0-230-0-345-crop.jpg?v=08e128a8ca,Test
126,2060,family,https://a.ltrbxd.com/resized/film-poster/1/1/8/2/1/2/118212-miracle-in-cell-no-7-0-230-0-345-crop.jpg?v=b387382c87,Apprentissage
127,2001,family,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/9/47119-the-nightmare-before-christmas-0-230-0-345-crop.jpg?v=cc72c8b470,Apprentissage
128,1959,family,https://a.ltrbxd.com/resized/sm/upload/yz/dm/zk/5z/5vG3XyQNxOkl2Qd7D8MzMoY6sm2-0-230-0-345-crop.jpg?v=660de4097f,Test
129,1954,family,https://a.ltrbxd.com/resized/sm/upload/tp/jv/zf/fi/Amwq3yJP4VblXUptDAV7S13smCd-0-230-0-345-crop.jpg?v=0557a0e3dd,Apprentissage
130,1948,family,https://a.ltrbxd.com/resized/film-poster/4/2/4/2/4/42424-a-boy-named-charlie-brown-0-230-0-345-crop.jpg?v=3151d8808c,Apprentissage
131,1945,family,https://a.ltrbxd.com/resized/film-poster/4/1/0/9/7/41097-the-black-stallion-0-230-0-345-crop.jpg?v=f514c92c07,Apprentissage
132,1931,family,https://a.ltrbxd.com/resized/film-poster/6/8/0/5/8/68058-everything-s-gonna-be-great-0-230-0-345-crop.jpg?v=44bf492abe,Evaluation
133,1930,family,https://a.ltrbxd.com/resized/film-poster/3/0/9/1/6/30916-hachi-ko-0-230-0-345-crop.jpg?v=3eba0febc4,Apprentissage
134,1865,family,https://a.ltrbxd.com/resized/sm/upload/bp/5t/7x/kv/ejjJE8Lj6i4mI45Vi8XaH5bqazV-0-230-0-345-crop.jpg?v=a7be792103,Apprentissage
135,1832,family,https://a.ltrbxd.com/resized/film-poster/1/7/4/9/0/8/174908-the-many-adventures-of-winnie-the-pooh-0-230-0-345-crop.jpg?v=631255ca0c,Apprentissage
136,1821,family,https://a.ltrbxd.com/resized/film-poster/4/5/9/8/3/45983-peter-pan-0-230-0-345-crop.jpg?v=9c9c09a672,Apprentissage
137,1808,family,https://a.ltrbxd.com/resized/film-poster/4/7/2/6/9/47269-the-jungle-book-0-230-0-345-crop.jpg?v=2a1e73463a,Apprentissage
138,1804,family,https://a.ltrbxd.com/resized/film-poster/8/8/4/8/7/88487-song-of-the-sea-0-230-0-345-crop.jpg?v=8be993ee0b,Apprentissage
139,1803,family,https://a.ltrbxd.com/resized/film-poster/4/4/5/9/4/44594-ponyo-0-230-0-345-crop.jpg?v=6e5faa20db,Apprentissage
140,1777,family,https://a.ltrbxd.com/resized/film-poster/4/5/0/5/0/45050-the-secret-of-nimh-0-230-0-345-crop.jpg?v=9f1f11fc1f,Apprentissage
141,1728,family,https://a.ltrbxd.com/resized/film-poster/3/7/3/5/5/37355-the-bad-news-bears-0-230-0-345-crop.jpg?v=f5639f5804,Apprentissage
142,1661,family,https://a.ltrbxd.com/resized/film-poster/3/5/7/5/4/35754-a-christmas-carol-0-230-0-345-crop.jpg?v=3e58f67059,Evaluation
143,1532,family,https://a.ltrbxd.com/resized/sm/upload/vs/pg/yn/s8/a-christmas-story-0-230-0-345-crop.jpg?v=8349377b12,Apprentissage
144,1523,family,https://a.ltrbxd.com/resized/film-poster/4/1/2/2/8/41228-the-color-of-paradise-0-230-0-345-crop.jpg?v=b91af152ec,Apprentissage
145,1454,family,https://a.ltrbxd.com/resized/film-poster/5/1/8/0/4/51804-willy-wonka-the-chocolate-factory-0-230-0-345-crop.jpg?v=df80e8be28,Apprentissage
146,1440,family,https://a.ltrbxd.com/resized/film-poster/4/7/2/1/1/47211-the-twelve-tasks-of-asterix-0-230-0-345-crop.jpg?v=f6d80e3fc7,Apprentissage
147,1428,family,https://a.ltrbxd.com/resized/film-poster/2/4/2/2/8/5/242285-puss-in-boots-the-last-wish-0-230-0-345-crop.jpg?v=9e9109c5cd,Apprentissage
148,1361,family,https://a.ltrbxd.com/resized/film-poster/2/6/7/1/3/26713-whisper-of-the-heart-0-230-0-345-crop.jpg?v=d1e50d223e,Apprentissage
149,1350,family,https://a.ltrbxd.com/resized/film-poster/2/2/9/6/4/22964-a-sunday-in-the-country-0-230-0-345-crop.jpg?v=6a4944b2af,Apprentissage
150,1348,family,https://a.ltrbxd.com/resized/sm/upload/p5/63/wj/c3/AdwfqyNiH8UqeYKFYoiKhwTtjAb-0-230-0-345-crop.jpg?v=f9c56785d4,Apprentissage
151,1344,family,https://a.ltrbxd.com/resized/film-poster/4/3/3/0/2/43302-up-0-230-0-345-crop.jpg?v=eac6a19a4c,Evaluation
152,1313,family,https://a.ltrbxd.com/resized/sm/upload/pf/lk/cj/4e/nCx0EESDNxwXGn7rkCU6cvXTpIB-0-230-0-345-crop.jpg?v=67361260f7,Apprentissage
153,1282,family,https://a.ltrbxd.com/resized/film-poster/2/2/5/9/4/22594-sounder-0-230-0-345-crop.jpg?v=cd9ef9f96d,Apprentissage
154,1269,family,https://a.ltrbxd.com/resized/film-poster/1/7/9/5/5/1/179551-hope-0-230-0-345-crop.jpg?v=b04f20b036,Apprentissage
155,1254,family,https://a.ltrbxd.com/resized/sm/upload/3b/m1/my/pc/48Ve7uLDcPJFGaDnmYYdcV3Ve1M-0-230-0-345-crop.jpg?v=4eaa4a510f,Apprentissage
156,1219,family,https://a.ltrbxd.com/resized/film-poster/3/7/3/8/0/8/373808-wolfwalkers-0-230-0-345-crop.jpg?v=bd5ffe55b4,Apprentissage
157,1201,family,https://a.ltrbxd.com/resized/film-poster/3/9/8/3/1/39831-the-pride-of-the-yankees-0-230-0-345-crop.jpg?v=3c489ba50f,Test
158,1185,family,https://a.ltrbxd.com/resized/film-poster/7/8/1/3/2/6/781326-marcel-the-shell-with-shoes-on-0-230-0-345-crop.jpg?v=bc35f07a1c,Apprentissage
159,1181,family,https://a.ltrbxd.com/resized/film-poster/4/3/5/1/2/9/435129-shoplifters-0-230-0-345-crop.jpg?v=f4c3e34d37,Apprentissage
160,1171,family,https://a.ltrbxd.com/resized/film-poster/4/6/4/5/8/46458-toy-story-3-0-230-0-345-crop.jpg?v=d46903002c,Apprentissage
161,1163,family,https://a.ltrbxd.com/resized/sm/upload/r0/m8/t4/gs/7m1wKo1rM9QL5DMJCAs66bDQVYC-0-230-0-345-crop.jpg?v=7267a24218,Apprentissage
162,1152,family,https://a.ltrbxd.com/resized/film-poster/5/1/3/4/4/51344-shrek-0-230-0-345-crop.jpg?v=b830011aa2,Apprentissage
163,1136,family,https://a.ltrbxd.com/resized/film-poster/4/6/8/0/6/46806-the-incredibles-0-230-0-345-crop.jpg?v=dce597a185,Evaluation
164,1115,family,https://a.ltrbxd.com/resized/film-poster/1/5/5/6/9/7/155697-bizim-aile-0-230-0-345-crop.jpg?v=7254cc7b71,Apprentissage
